Post ID,Title,Publish Date
oirtjl,no risk no reward intel tef tdoc undervalued pltr because 🚀🚀🚀 and brkb because papa buffet,2021-07-12 07:00:12
oirtpm,$ddl im long dingdong,2021-07-12 07:00:17
oiru0t,on why nio is in its early stages of becoming a powerhouse,2021-07-12 07:00:44
oiru5g,people got bigger pants didnt $levi dd 👖,2021-07-12 07:00:55
oirumd,what securities do you trade takes seconds,2021-07-12 07:01:30
oirupz,idex🚀,2021-07-12 07:01:39
oirvru,$carv to squeeze,2021-07-12 07:03:16
oirw06,lets go xela army,2021-07-12 07:03:37
oirw1p,$cciv the next $gme,2021-07-12 07:03:41
oirwnx,so whats going on here sorry if a dumb question kinda new,2021-07-12 07:04:32
oirwyb,petra diamonds limited pdll can it make x to précovid values,2021-07-12 07:04:57
oirwyp,no one is saying anything about $crtd trading halts in like minutes,2021-07-12 07:04:58
oirx04,what securities do you trade,2021-07-12 07:05:01
oirxnp,buy buy buy hborf harborside inc hborf buy buy buy,2021-07-12 07:05:57
oirxo4,always winning the wsb way loss,2021-07-12 07:05:58
oirxzw,golden triangle ventures inc announces a letter to shareholders from founding member of sonder fulfillment llc,2021-07-12 07:06:23
oiry82,dnut cup and handle bracing for full kreme,2021-07-12 07:06:43
oirygw,free money on luv calls,2021-07-12 07:07:06
oirykk,so what is going on here sorry if a dumb question kinda new at this,2021-07-12 07:07:13
oiryvm,should you still use robinhood legal overview of recent finrasec fines way more than just the gmeamc outages,2021-07-12 07:07:41
oirz6e,i love you bloody apes youre all legends,2021-07-12 07:08:07
oirzeu,$spce into a blackhole 🤣,2021-07-12 07:08:26
oirzfp,can someone explain whats going on with $spce,2021-07-12 07:08:28
oirzlx,amc touts busiest moviegoing weekend since march closings shares slip,2021-07-12 07:08:42
oirzvv,rip spce,2021-07-12 07:09:07
ois0ay,no risk no reward intel tef and tdoc undervalued pltr because 🚀🚀🚀 and brkb because papa buffet see you all in months 🙏,2021-07-12 07:09:43
ois12k,should you still use robinhood legal overview of recent finrasec fines way more than just the gmeamc outages,2021-07-12 07:10:50
ois1zi,continuing to buy clne shares bc why not🤤,2021-07-12 07:12:10
ois21g,seekingalphacomnewsamctoutsbusiestmoviegoingweekendsincemarchclosingssharesslip 🦍🦍🦍💯💯💯🚀🚀🚀🌙🌙🌙 lets go movies are back to prepandemic numbers incredibly hedge funds remain short on amc 🤔 just the beginning margin calls amc k,2021-07-12 07:12:15
ois2fi,what securities do you trade,2021-07-12 07:12:53
ois3ny,next rocket 🚀🚀🚀📈 check out aac clyde space from sweden to moon,2021-07-12 07:14:36
ois3pu,lulu,2021-07-12 07:14:41
ois4a4,gp dips below month floor do i buy more or should i get our while i can still get some tenddies,2021-07-12 07:15:29
ois4ea,sdc squeeze,2021-07-12 07:15:37
ois4qc,key if investors want to see amc squeeze theyll have to refrain from selling at the sight of early profits,2021-07-12 07:16:05
ois4s6,amc squeeze getting made on sgoc stock,2021-07-12 07:16:09
ois5l7,mitq a buy today,2021-07-12 07:17:17
ois69e,contextlogic names exgoogle director farhang kassaei as technology chief,2021-07-12 07:18:12
ois79c,video vevo vocals nathan evans lyrics some retarded apes between,2021-07-12 07:19:41
ois8mh,the stock you didnt know you needed,2021-07-12 07:21:41
ois997,bought one share of wkme,2021-07-12 07:22:33
ois9ld,spac polestar,2021-07-12 07:23:04
ois9nj,mitq a buy today,2021-07-12 07:23:09
ois9rb,$ride lordstown motors,2021-07-12 07:23:18
ois9v7,proterra the most heavily shorted trash ev,2021-07-12 07:23:27
oisang,$wtrh,2021-07-12 07:24:34
oisaro,bought a single share of wkme,2021-07-12 07:24:46
oisb37,its not illegal for shorts to hold long on their positions however they lose money every day they hold fortunately for retail investors its free to hold found this fact online ik ik yall gonna hate comments but we all know who yall are😂😂,2021-07-12 07:25:14
oisbjz,bombardier bdrbf bombardier has a strong progression since about year with the sales of two of their divisions with their strong private jets division they are beating record after record just this morning the stock is up guys it is the time to buy this stock up since last year,2021-07-12 07:25:52
oisblb,does anyone even look at retractable its a good company with retractable syringe,2021-07-12 07:25:56
oisc7e,we coming,2021-07-12 07:26:49
oiscge,xela,2021-07-12 07:27:12
oiscmt,anyone looking at retractable stocks i want to see how many are in for this stocks,2021-07-12 07:27:27
oiscot,gp dips below month floor is this a buy,2021-07-12 07:27:32
oiscqo,i bought some $clov,2021-07-12 07:27:36
oisd0v,us market share pricesany idea when stocks will return back on track from the dropget higher,2021-07-12 07:28:02
oisdxz,🚀🚀🚀$msi🚀🚀🚀,2021-07-12 07:29:19
oise0l,beachbody $body dd,2021-07-12 07:29:25
oisedp,week could have started worse good thing these are pretty much bottomed out i got high hopes for root in the future and checkpoint has a $ price target,2021-07-12 07:29:56
oisem0,your next multibager,2021-07-12 07:30:14
oiset8,$sunl,2021-07-12 07:30:30
oisf89,could taking some what of a position a wish have a positive outcome,2021-07-12 07:31:04
oisffz,sdc is prime smile 😄,2021-07-12 07:31:24
oisg66,enlv🚀🚀enlivex therapeutics ltd nasdaq enlv the “company” a clinicalstage macrophage reprogramming immunotherapy company today announced that it has initiated the design and construction process for a new wholly owned manufacturing plant,2021-07-12 07:32:25
oisg8u,who are you,2021-07-12 07:32:32
oisgdp,sdc smile direct club is ready lets go,2021-07-12 07:32:44
oisgh9,enob this stock constantly has good news about cures treatments and yet it keeps dropping… really wish people would push this stock to get rid of all these shorts,2021-07-12 07:32:51
oishr1,what happened to virgin…drop🙄 $spce,2021-07-12 07:34:40
oisicx,gp dips below month floor,2021-07-12 07:35:32
oisiif,absolute noob,2021-07-12 07:35:45
oisj1u,beachbody $body dd,2021-07-12 07:36:32
oisj7v,us stocks🇺🇸 share prices due to the drop happened at the beginning of this yearwhat are your expectations for the recovery generally speaking many factors maybe included sometimes its confusingwhen is the approximate recovery any answer,2021-07-12 07:36:44
oisjbb,can u all help me on these companies,2021-07-12 07:36:52
oisjgl,look at this explosive stock achiko ag is listed in switzerland pharmabiotech stock being heavily shorted by hedge funds interesting enough the market cap is only chf m and they expect to make chf m in q this year this could for sure be a x in no time see you on the other side,2021-07-12 07:37:05
oiskkj,my $spce fds getting ready for market open today morning,2021-07-12 07:38:48
oisko1,who else cant wait to do this,2021-07-12 07:38:59
oism0q,help me bbwish,2021-07-12 07:40:53
oism6e,hedge funds targeting catv,2021-07-12 07:41:07
oismbw,explosive stock,2021-07-12 07:41:20
oismw4,hedge funds targeting catv,2021-07-12 07:42:01
oisnrp,ascendiant capital…reiterates sell rating on gme,2021-07-12 07:43:11
oisovv,help me bbwish,2021-07-12 07:44:42
oisp3k,gain popcorn tpst is sky fucken rocketing,2021-07-12 07:45:01
oisp4r,virgin galactic falls after it gets set to sell $ million in stock following bransons successful flight,2021-07-12 07:45:03
oisp75,we here at $spce would like to sincerely thank you for your premium,2021-07-12 07:45:09
oispck,beachbody $body dd,2021-07-12 07:45:20
oisplu,spce squeeze im about to put k in at pm to push it higher im setting it to buy at if everyone here buys around that time we can squeeze and get profit,2021-07-12 07:45:43
oisq9c,we here at $spce would like to sincerely thank you for your premium swipe for l enjoy,2021-07-12 07:46:34
oisqmh,queens gambit,2021-07-12 07:47:05
oisrag,evgo significant upside of from a growing us ev economy,2021-07-12 07:47:57
oisrux,we here at $spce would like to sincerely thank you for your premium,2021-07-12 07:48:50
oiss9f,when you try to be a smart ass finding the soon to be 🚀🚀,2021-07-12 07:49:25
oissky,tpst,2021-07-12 07:49:51
oisslh,next rocket 🚀 from sweden to moon elonmusk spacex wallstreetbeats,2021-07-12 07:49:53
oist2r,wsb casino monthly opex edition,2021-07-12 07:50:36
oistw7,aac clyde space next rocket 🚀 from sweden to moon elonmusk spacex wallstreetbeats,2021-07-12 07:51:46
oisuhw,cagrl grapes not growth,2021-07-12 07:52:39
oisupo,$rsls needs volume lets fucking go baby,2021-07-12 07:52:59
oisv0l,beachbody $body dd,2021-07-12 07:53:25
oisv7g,no one feeling petra diamonds💎,2021-07-12 07:53:42
oisv9a,spce squeeze at,2021-07-12 07:53:46
oisvcp,stocks only go up,2021-07-12 07:53:55
